ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,,Fudge Brownie,,,,,,,,580,,,,70,,,,,8,,,,,6,,,,,0,,,,5,,,160,,,,130,,,,2,,,,115,,,,114,,,,,,2,,,,,0,,,0,,,,29,,,,2,,,2,,,,,10,,,,,190,,,4,
,,Marshmallow Peanut Butter,,,,,,,,570,,,,120,,,,,13,,,,,5,,,,,0,,,,0,,,170,,,,113,,,,0,,,,107,,,,105,,,,,,3,,,,,0,,,0,,,,28,,,,2,,,1,,,,,6,,,,,30,,,0,
ICE BLENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARGE PORTION (20 oz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flavor,,,,,,,,Calories,,,,"Calories
from Fat",,,,,Fat,,,,,Saturat ed Fat,,,,,Trans Fat,,,,Cholest erol,,,Sodium,,,,"Total
Carboh ydrates",,,,Dietary Fiber,,,,Total Sugar,,,,Added Sugar,,,,,,Protein,,,,,Vitamin D,,,"Vitamin
D (%
DV)",,,,Calcium,,,,Calcium (%DV),,,Iron,,,,,Iron (%DV),,,,,Potassiu m,,,Potassiu m (%DV),
,,Mint Chocolate Chip,,,,,,,,460,,,,70,,,,,8,,,,,6,,,,,0,,,,0,,,95,,,,102,,,,1,,,,95,,,,95,,,,,,1,,,,,0,,,0,,,,21,,,,2,,,1,,,,,6,,,,,80,,,2,
,,Mint Oreo,,,,,,,,450,,,,50,,,,,5,,,,,5,,,,,0,,,,0,,,135,,,,102,,,,0,,,,94,,,,63,,,,,,1,,,,,0,,,0,,,,15,,,,2,,,0,,,,,0,,,,,10,,,0,
,,Orange Cream,,,,,,,,380,,,,35,,,,,4,,,,,3.5,,,,,0,,,,0,,,85,,,,86,,,,0,,,,78,,,,54,,,,,,0,,,,,0,,,0,,,,12,,,,0,,,0,,,,,0,,,,,40,,,0,
,,Pumpkin Cheesecake,,,,,,,,390,,,,40,,,,,5,,,,,4,,,,,0,,,,0,,,65,,,,89,,,,0,,,,83,,,,37,,,,,,1,,,,,0,,,0,,,,21,,,,2,,,0,,,,,0,,,,,15,,,0,
,,Pumpkin Pie,,,,,,,,360,,,,40,,,,,5,,,,,4,,,,,0,,,,0,,,100,,,,81,,,,1,,,,74,,,,73,,,,,,1,,,,,0,,,0,,,,26,,,,2,,,0,,,,,0,,,,,42,,,0,
,,Root Beer Float,,,,,,,,390,,,,20,,,,,2,,,,,2,,,,,0,,,,0,,,80,,,,95,,,,0,,,,90,,,,68,,,,,,0,,,,,0,,,0,,,,16,,,,2,,,0,,,,,0,,,,,21,,,0,
,,S'mores,,,,,,,,510,,,,60,,,,,6,,,,,5,,,,,0,,,,0,,,105,,,,116,,,,1,,,,110,,,,110,,,,,,1,,,,,0,,,0,,,,20,,,,2,,,1,,,,,6,,,,,65,,,2,
,,Shamrock,,,,,,,,410,,,,35,,,,,4,,,,,3.5,,,,,0,,,,0,,,85,,,,96,,,,0,,,,91,,,,91,,,,,,0,,,,,0,,,0,,,,11,,,,0,,,0,,,,,0,,,,,25,,,0,
,,Strawberry Cheesecake,,,,,,,,460,,,,45,,,,,5,,,,,5,,,,,0,,,,5,,,110,,,,104,,,,0,,,,99,,,,44,,,,,,1,,,,,0,,,0,,,,18,,,,2,,,0,,,,,0,,,,,26,,,0,
,,Strawberry-Banana,,,,,,,,460,,,,40,,,,,5,,,,,5,,,,,0,,,,0,,,100,,,,107,,,,0,,,,101,,,,98,,,,,,1,,,,,0,,,0,,,,16,,,,2,,,0,,,,,0,,,,,54,,,2,
,,Strawberries n' Cream,,,,,,,,420,,,,35,,,,,4,,,,,3.5,,,,,0,,,,0,,,80,,,,99,,,,0,,,,92,,,,49,,,,,,0,,,,,0,,,0,,,,11,,,,0,,,0,,,,,0,,,,,19,,,0,
,,Vanilla Cream,,,,,,,,400,,,,40,,,,,4,,,,,4,,,,,0,,,,0,,,105,,,,91,,,,0,,,,86,,,,86,,,,,,0,,,,,0,,,0,,,,16,,,,2,,,0,,,,,0,,,,,36,,,0,
,,Watermelon Chip,,,,,,,,510,,,,70,,,,,8,,,,,6,,,,,0,,,,0,,,100,,,,114,,,,1,,,,107,,,,106,,,,,,1,,,,,0,,,0,,,,21,,,,2,,,1,,,,,6,,,,,82,,,2,
Smart Snack Ice,,MaliBLU Freeze,,,,,,,,360,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,60,,,,91,,,,0,,,,86,,,,16,,,,,,0,,,,,0,,,0,,,,14,,,,2,,,0,,,,,0,,,,,70,,,1,
,,Razzle Red,,,,,,,,490,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,25,,,,123,,,,0,,,,119,,,,43,,,,,,0,,,,,0,,,0,,,,9,,,,0,,,0,,,,,0,,,,,1,,,0,
,,Very Bery,,,,,,,,400,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,25,,,,101,,,,0,,,,98,,,,55,,,,,,0,,,,,0,,,0,,,,11,,,,0,,,0,,,,,0,,,,,4,,,0,
Sugar-Free Ice,,S/F Cherry,,,,,,,,180,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,40,,,,62,,,,0,,,,0,,,,0,,,,,,1,,,,,0,,,0,,,,23,,,,2,,,0,,,,,0,,,,,25,,,0,
,,S/F Dragon Fruit,,,,,,,,230,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,50,,,,82,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,0,,,,24,,,,2,,,0,,,,,0,,,,,46,,,0,
,,S/F Mango Peach,,,,,,,,170,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,40,,,,59,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,0,,,,23,,,,2,,,0,,,,,0,,,,,31,,,0,
,,S/F Pink Lemonade,,,,,,,,170,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,45,,,,58,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,0,,,,11,,,,0,,,0,,,,,0,,,,,38,,,0,
,,S/F Tangerine,,,,,,,,180,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,,60,,,,62,,,,0,,,,0,,,,0,,,,,,0,,,,,0,,,0,,,,16,,,,2,,,0,,,,,0,,,,,34,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GELATI BLENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALL PORTION (12 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add together your Ice Flavor and Custard Flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flavor,,,,,,Calories,,,Calories from Fat,,,,Fat,,,,,Saturat ed Fat,,,,,Trans Fat,,,,,Cholest erol,,,,Sodium,,,Total Carboh ydrates,,,,Dietary Fiber,,,,Total Sugar,,,,Added Sugar,,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D (%
DV)",,,Calcium,,,,Calcium (%DV),,,,Iron,,,,,Iron (%DV),,,,,Potassium,,,,,Potassium (%DV),
Italian,,Apple Berry Blue,,,,,,290,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,72,,,,0,,,,70,,,,33,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,26,,,,,0,
,,Banana,,,,,,340,,,5,,,,1,,,,,1,,,,,0,,,,,0,,,,40,,,86,,,,0,,,,82,,,,80,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,67,,,,,0,
,,Blue Raspberry,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,80,,,,0,,,,78,,,,39,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Blueberry,,,,,,450,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,115,,,,0,,,,111,,,,110,,,,,0,,,,,2,,,,,10,,,10,,,,0,,,,0,,,,,0,,,,,2,,,,,0,
,,Carnival,,,,,,230,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,59,,,,0,,,,57,,,,24,,,,,0,,,,,0,,,,,0,,,7,,,,0,,,,0,,,,,0,,,,,0,,,,,0,
,,Cherry,,,,,,250,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,64,,,,0,,,,60,,,,58,,,,,0,,,,,0,,,,,0,,,15,,,,2,,,,0,,,,,0,,,,,1,,,,,0,
,,Cherry Lemonade,,,,,,270,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,71,,,,0,,,,67,,,,66,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,21,,,,,0,
,,Cherry Limeade,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,40,,,77,,,,0,,,,74,,,,74,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,5,,,,,2,
,,Chocolate,,,,,,370,,,5,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,93,,,,1,,,,89,,,,88,,,,,1,,,,,0,,,,,0,,,16,,,,2,,,,1,,,,,6,,,,,94,,,,,2,
,,Chocolate Chocolate Chip,,,,,,400,,,30,,,,3,,,,,2,,,,,0,,,,,0,,,,65,,,97,,,,2,,,,92,,,,91,,,,,1,,,,,0,,,,,0,,,20,,,,2,,,,2,,,,,10,,,,,135,,,,,0,
,,Chocolate Peanut Butter,,,,,,440,,,60,,,,7,,,,,2,,,,,0,,,,,0,,,,150,,,96,,,,1,,,,90,,,,88,,,,,3,,,,,0,,,,,0,,,16,,,,2,,,,1,,,,,6,,,,,93,,,,,0,
,,Cotton Candy,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,80,,,,0,,,,76,,,,30,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Dr Pepper,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,86,,,,0,,,,84,,,,32,,,,,0,,,,,0,,,,,0,,,7,,,,0,,,,0,,,,,0,,,,,1,,,,,2,
,,Florida Orange,,,,,,290,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,73,,,,0,,,,67,,,,64,,,,,0,,,,,0,,,,,0,,,13,,,,2,,,,0,,,,,0,,,,,55,,,,,0,
,,Georgia Peach,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,75,,,,0,,,,73,,,,71,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,3,,,,,2,
,,Green Apple,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,78,,,,0,,,,74,,,,70,,,,,0,,,,,1,,,,,6,,,10,,,,0,,,,0,,,,,0,,,,,48,,,,,2,
,,Guava Passionfruit,,,,,,240,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,60,,,,0,,,,28,,,,57,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,42,,,,,0,
,,Gummy Bear,,,,,,290,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,40,,,73,,,,0,,,,68,,,,68,,,,,1,,,,,0,,,,,0,,,6,,,,0,,,,0,,,,,0,,,,,14,,,,,0,
,,Island Fusion,,,,,,330,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,84,,,,0,,,,81,,,,79,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,43,,,,,0,
,,Juicy Pear,,,,,,280,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,71,,,,0,,,,68,,,,68,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Kandi  Kapow!,,,,,,250,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,63,,,,0,,,,62,,,,46,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Key Lime,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,70,,,76,,,,0,,,,73,,,,73,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,3,,,,,0,
,,Lemon,,,,,,240,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,40,,,62,,,,0,,,,59,,,,59,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,11,,,,,0,
,,Mango,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,80,,,,0,,,,76,,,,75,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,23,,,,,0,
,,Mango- Orange,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,40,,,78,,,,0,,,,72,,,,57,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,12,,,,,0,
,,Mango-Peach,,,,,,250,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,63,,,,0,,,,60,,,,59,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,11,,,,,0,
,,Mango- Pineapple,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,79,,,,0,,,,76,,,,75,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,19,,,,,0,
,,Mango- Strawberry,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,81,,,,0,,,,78,,,,77,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,14,,,,,0,
,,Margarita,,,,,,270,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,55,,,69,,,,0,,,,66,,,,65,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,19,,,,,0,
,,Ocean Splash™,,,,,,240,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,100,,,60,,,,0,,,,55,,,,55,,,,,0,,,,,0,,,,,0,,,7,,,,0,,,,1,,,,,6,,,,,15,,,,,0,
,,Peach Ring,,,,,,210,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,54,,,,0,,,,53,,,,52,,,,,0,,,,,0,,,,,0,,,7,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Peanut Butter and Jelly,,,,,,430,,,100,,,,11,,,,,2,,,,,0,,,,,0,,,,125,,,82,,,,0,,,,78,,,,75,,,,,4,,,,,0,,,,,0,,,22,,,,2,,,,1,,,,,6,,,,,4,,,,,0,
,,Pina Colada,,,,,,310,,,5,,,,1,,,,,0,,,,,0,,,,,0,,,,45,,,78,,,,0,,,,75,,,,74,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,2,,,,,0,
,,Pineapple,,,,,,280,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,71,,,,0,,,,68,,,,67,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,16,,,,,0,
,,Raspberry,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,77,,,,1,,,,73,,,,72,,,,,0,,,,,0,,,,,0,,,13,,,,2,,,,0,,,,,0,,,,,31,,,,,0,
,,Raspberry Lemonade,,,,,,310,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,60,,,80,,,,1,,,,76,,,,67,,,,,0,,,,,0,,,,,0,,,13,,,,2,,,,0,,,,,0,,,,,44,,,,,0,
,,Root Beer,,,,,,290,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,74,,,,0,,,,72,,,,72,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,23,,,,,0,
,,Sour Patch Kids Red,,,,,,290,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,79,,,,0,,,,77,,,,77,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,0,,,,,0,
,,Strawberry,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,75,,,,0,,,,72,,,,71,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,4,,,,,0,
,,Strawberry Colada,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,82,,,,0,,,,79,,,,79,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,3,,,,,0,
,,Strawberry Lemonade,,,,,,280,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,71,,,,0,,,,67,,,,66,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,31,,,,,0,
,,Strawberry Margarita,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,50,,,80,,,,0,,,,77,,,,73,,,,,0,,,,,0,,,,,0,,,13,,,,2,,,,0,,,,,0,,,,,25,,,,,0,
,,Strawberry- Watermelon,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,76,,,,0,,,,74,,,,72,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,20,,,,,0,
,,Swedish Fish,,,,,,350,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,80,,,90,,,,0,,,,87,,,,87,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,1,,,,,0,
,,Tropical Daiquiri,,,,,,340,,,5,,,,1,,,,,0,,,,,0,,,,,0,,,,50,,,85,,,,0,,,,82,,,,79,,,,,0,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,6,,,,,0,
,,Tropical ParadICE,,,,,,240,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,35,,,61,,,,0,,,,46,,,,58,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,23,,,,,0,
,,Vanilla,,,,,,280,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,72,,,,0,,,,70,,,,70,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,22,,,,,0,
,,Watermelon,,,,,,330,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,83,,,,0,,,,80,,,,80,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,10,,,,,0,
,,Wild Berry,,,,,,320,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,82,,,,0,,,,79,,,,77,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,12,,,,,0,
,,Wild Black Cherry,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,30,,,73,,,,0,,,,67,,,,67,,,,,1,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,24,,,,,4,
Unicorn,,,,,,,,300,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,135,,,77,,,,0,,,,70,,,,70,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,1,,,,,6,,,,,27,,,,,0,
,,Zombie's Blood,,,,,,220,,,0,,,,0,,,,,0,,,,,0,,,,,0,,,,45,,,60,,,,0,,,,56,,,,56,,,,,0,,,,,0,,,,,0,,,11,,,,0,,,,0,,,,,0,,,,,13,,,,,0,
Ice,,Birthday Cake,,,,,,380,,,40,,,,5,,,,,4,,,,,0,,,,,0,,,,200,,,84,,,,0,,,,76,,,,65,,,,,1,,,,,0,,,,,0,,,42,,,,4,,,,0,,,,,0,,,,,8,,,,,0,
,,Banana Split Cream,,,,,,380,,,50,,,,5,,,,,4,,,,,0,,,,,0,,,,55,,,85,,,,0,,,,80,,,,34,,,,,1,,,,,0,,,,,0,,,16,,,,2,,,,1,,,,,6,,,,,34,,,,,0,
,,Black Cherry Cheesecake,,,,,,370,,,35,,,,4,,,,,4,,,,,0,,,,,5,,,,80,,,83,,,,0,,,,77,,,,32,,,,,1,,,,,0,,,,,0,,,18,,,,2,,,,0,,,,,0,,,,,8,,,,,0,
,,Brookie Dough,,,,,,420,,,60,,,,7,,,,,5,,,,,0,,,,,5,,,,135,,,90,,,,0,,,,80,,,,76,,,,,1,,,,,0,,,,,0,,,21,,,,2,,,,0,,,,,0,,,,,60,,,,,2,
,,Cheesecake,,,,,,360,,,35,,,,4,,,,,4,,,,,0,,,,,5,,,,85,,,80,,,,0,,,,76,,,,33,,,,,1,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,8,,,,,2,
,,Chocolate Chip Cheesecake,,,,,,390,,,60,,,,7,,,,,5,,,,,0,,,,,5,,,,80,,,85,,,,1,,,,80,,,,38,,,,,1,,,,,0,,,,,0,,,14,,,,2,,,,1,,,,,6,,,,,53,,,,,2,
,,Chocolate Covered Banana,,,,,,400,,,50,,,,6,,,,,5,,,,,0,,,,,0,,,,100,,,87,,,,1,,,,81,,,,38,,,,,1,,,,,0,,,,,0,,,17,,,,2,,,,1,,,,,6,,,,,82,,,,,2,
,,Chocolate Covered Strawberry,,,,,,400,,,60,,,,7,,,,,6,,,,,0,,,,,0,,,,105,,,86,,,,1,,,,79,,,,78,,,,,1,,,,,0,,,,,0,,,20,,,,2,,,,1,,,,,6,,,,,90,,,,,0,
,,Coconut Cream,,,,,,350,,,40,,,,5,,,,,4,,,,,0,,,,,0,,,,80,,,79,,,,0,,,,74,,,,70,,,,,0,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,12,,,,,2,
,,Cookie Dough,,,,,,380,,,50,,,,6,,,,,4,,,,,0,,,,,5,,,,115,,,83,,,,0,,,,74,,,,74,,,,,1,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,53,,,,,0,
,,Cookies & Cream,,,,,,380,,,50,,,,6,,,,,4,,,,,0,,,,,5,,,,115,,,83,,,,0,,,,74,,,,73,,,,,1,,,,,0,,,,,0,,,12,,,,0,,,,0,,,,,0,,,,,42,,,,,6,
,,Frozen Hot Cocoa,,,,,,300,,,25,,,,3,,,,,2.5,,,,,0,,,,,0,,,,75,,,70,,,,1,,,,66,,,,66,,,,,1,,,,,0,,,,,0,,,12,,,,0,,,,1,,,,,6,,,,,64,,,,,2,
,,Fudge Brownie,,,,,,470,,,60,,,,7,,,,,4.5,,,,,0,,,,,5,,,,125,,,105,,,,2,,,,94,,,,93,,,,,2,,,,,0,,,,,0,,,20,,,,2,,,,1,,,,,6,,,,,155,,,,,4,
GELATI BLENDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALL PORTION (12 oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add together your Ice Flavor and Custard Flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Flavor,,,,,,Calories,,,Calories from Fat,,,,Fat,,,,,Saturat ed Fat,,,,,Trans Fat,,,,,Cholest erol,,,,Sodium,,,Total Carboh ydrates,,,,Dietary Fiber,,,,Total Sugar,,,,Added Sugar,,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D (%
DV)",,,Calcium,,,,Calcium (%DV),,,,Iron,,,,,Iron (%DV),,,,,Potassium,,,,,Potassium (%DV),
"Smart
Snack                                                                    Cream
Ice",,Marshmallow Peanut Butter,,,,,,470,,,100,,,,11,,,,,5,,,,,0,,,,,0,,,,130,,,92,,,,0,,,,87,,,,86,,,,,3,,,,,0,,,,,0,,,19,,,,2,,,,1,,,,,6,,,,,24,,,,,0,
,,Mint Chocolate Chip,,,,,,380,,,60,,,,6,,,,,5,,,,,0,,,,,0,,,,75,,,83,,,,1,,,,78,,,,77,,,,,1,,,,,0,,,,,0,,,14,,,,2,,,,1,,,,,6,,,,,65,,,,,0,
,,Mint Oreo,,,,,,360,,,40,,,,5,,,,,4,,,,,0,,,,,0,,,,105,,,83,,,,0,,,,76,,,,51,,,,,1,,,,,0,,,,,0,,,9,,,,0,,,,0,,,,,0,,,,,8,,,,,2,
,,Orange Cream,,,,,,270,,,25,,,,2.5,,,,,2.5,,,,,0,,,,,0,,,,60,,,61,,,,0,,,,55,,,,38,,,,,0,,,,,0,,,,,0,,,8,,,,0,,,,0,,,,,0,,,,,28,,,,,0,
,,Pumpkin Cheesecake,,,,,,320,,,30,,,,4,,,,,3,,,,,0,,,,,0,,,,50,,,72,,,,0,,,,67,,,,30,,,,,1,,,,,0,,,,,0,,,14,,,,2,,,,0,,,,,0,,,,,12,,,,,0,
,,Pumpkin Pie,,,,,,290,,,30,,,,4,,,,,3,,,,,0,,,,,0,,,,75,,,66,,,,1,,,,61,,,,60,,,,,1,,,,,0,,,,,0,,,17,,,,2,,,,0,,,,,0,,,,,34,,,,,2,
,,Root Beer Float,,,,,,320,,,15,,,,2,,,,,2,,,,,0,,,,,0,,,,60,,,77,,,,0,,,,73,,,,55,,,,,0,,,,,0,,,,,0,,,10,,,,0,,,,0,,,,,0,,,,,17,,,,,2,
,,S'mores,,,,,,420,,,45,,,,5,,,,,4,,,,,0,,,,,0,,,,80,,,94,,,,1,,,,90,,,,90,,,,,1,,,,,0,,,,,0,,,13,,,,2,,,,1,,,,,6,,,,,53,,,,,0,
